Date,ATH.TO,BEP-UN.TO,BHC.TO,CLS.TO,CNQ.TO,GIB-A.TO,MEG.TO,MFC.TO,NPI.TO,RY.TO,SIA.TO,TECK-B.TO,Portfolio_Return,EMA_12,EMA_26,MA_Port_12,MA_Port_4,MACD,MACD_Signal,MACD_Histogram,MACD_Hist_Smooth,RSI,Volatility,Signal,Market_Return,MARKET_PREMIUM,RFR,Prob_0,Prob_1
2017-04-14,-0.02684561181007228,0.013830658158700437,-0.01787098246165497,-0.02115582379601566,-0.00560561259225123,-0.018040870595296465,-0.011610988523910959,-0.026180283767986312,-0.004858474607082108,-0.027640892134403683,0.012731297572856848,-0.0703866806090615,-0.01696952209718149,-0.0035345700203716127,-0.0033810016496299026,-0.0019840719026059796,7.017656321983527e-05,-0.0001535683707417101,5.957367770282838e-05,-0.00021314204844453846,0.0005329285171770037,47.249297136413475,0.01629973656426368,0,-0.008399742942609034,-0.008399742942609034,0.0,1.0,2.856082851014668e-17
2017-04-21,-0.04827589665525056,0.01169272154901746,-0.09414560931450056,0.01581450475846813,-0.005186066416176804,0.016438407513319486,-0.08957417508912036,0.019832398204819635,-0.02725752342080312,0.008313576196125938,-0.010285449554208737,0.00477474488735341,-0.016488197278413008,-0.005704524344453355,-0.004798879150276311,-0.004074856223725909,-0.002097018057671922,-0.0009056451941770434,-0.0001405099121473022,-0.0007651352820297413,-7.002734575397597e-05,47.38948336914717,0.0173556244889455,-1,0.0050851276109555865,0.0050851276109555865,0.0,0.999924451422828,7.55485771791159e-05
2017-04-28,0.0,0.0033713215438020416,0.10480347853753824,0.009340960088211059,-0.014505693407263376,0.04455365521429533,-0.0032257751872850626,0.034571905068405684,0.012993258496654558,-0.01142242059637033,-0.0037614351056407536,-0.03869663226862807,0.011501885198643277,-0.002861029502576028,-0.003093685291796615,-0.0033977125571528627,-0.005528357965229406,0.00023265578922058733,-6.37151926865527e-05,0.00029637098190714,-0.00022730211618904664,56.716180959934036,0.018211385485921893,0,-0.0018188472653623,-0.0018188472653623,0.0,0.9999196229235837,8.037707646078048e-05
2017-05-05,-0.007246369925949403,0.017278547481912376,0.08616602256581984,-0.031362498016651696,-0.027598797185703128,-0.001214323724118116,-0.043689248445623496,0.025480461948414135,-0.022379028806274515,0.0028883750801671493,-0.0023284316952615347,-0.10663843110660964,-0.009220310152489836,-0.0039000932543472406,-0.00371559121817037,-0.0043949222401951865,-0.007794036082360263,-0.00018450203617687054,-8.842906839169915e-05,-9.607296778517139e-05,-0.0001882790893025909,45.48481838575708,0.012049864848276415,-1,-0.0002630298456794966,-0.0002630298456794966,0.0,0.9999178319382549,8.216806173353197e-05
2017-05-12,-0.02189778925938224,0.014390294518244362,0.3537118407066797,0.017515919375442612,-0.0009460518212607294,0.011398125928332448,0.006768123190960651,-0.030386648405161032,-0.0004232066141314217,-0.013441384310559523,0.03267186078628215,-0.0015807082631685843,0.03064836465268987,0.0016915089971582136,-0.00032049296353875727,-0.0026995858891945483,0.004110435605107575,0.002012001960696971,0.0003393635643924286,0.0016726383963045423,0.000624312136808837,55.87776278868789,0.020714725183648256,1,-0.002830163610255454,-0.002830163610255454,0.0,0.9998833880075444,0.00011661199243882987
2017-05-19,0.029850717057203102,0.017907053523516625,-0.013978506642444044,-0.03286380585598814,-0.005445122660813317,-0.010668623563957369,0.020168033827643983,-0.002542281144325087,-0.008906417352111173,0.005839046106554502,-0.011299311768113496,0.0011873876257597615,-0.0008959859039228876,0.001276052326738805,-0.00037597881031238144,-0.0012241571800619432,0.008008488448730105,0.0016520311370511864,0.0006057359089779957,0.0010462952280731906,0.0008742868855308538,49.30732881282602,0.01858062882017798,0,-0.0051101106731837875,-0.0051101106731837875,0.0,0.9999009427298222,9.905727016953797e-05
2017-05-26,-0.04347821955569664,-0.013708231441897922,-0.05943294130420629,0.0,-0.04784593181544794,0.0056197754739333305,-0.08566710336288019,0.006796931164722464,0.011981119794105544,0.00967551290477009,0.01085730466846102,-0.00434946553872384,-0.01746260408440503,-0.001712612583092119,-0.001987377445034426,-0.002227029671787843,0.0007673661279680279,0.00027476486194230685,0.0005387696309506458,-0.00026400476900833897,0.0008183096184564646,44.8942386941996,0.01884084806999546,0,-0.002691050837726805,-0.002691050837726805,0.0,0.9999144991818716,8.550081814353514e-05
2017-06-02,-0.10606068131899293,0.0034358377387040395,-0.020289877186650762,0.019417404812608563,-0.026499536797995438,0.04319581274384121,-0.0972973893317931,-0.005063459142087612,0.0033959198292219384,-0.0017035283312293314,0.008798697763868768,-0.06274800059936736,-0.02011823331832267,-0.004631680510930385,-0.0036633442432686112,-0.0026256293976492473,-0.00195711466349018,-0.0009683362676617736,0.00023454245076155478,-0.0012028787184233283,-0.00014019608645282557,49.69122881260162,0.02047372044614982,-1,0.0016799365246109588,0.0016799365246109588,0.0,0.9999056860658133,9.431393415823162e-05
2017-06-09,-0.050847411395418596,-0.004212340622103405,-0.004141993870074745,-0.0005291126499299414,0.010271972412158936,-0.027942653821012686,-0.07784437682654888,0.02162866126111873,-0.02284242949140103,0.01621147154039404,-0.007877854771688453,0.022881336725932844,-0.010437060959047765,-0.005548040741645229,-0.004278197447092701,-0.0026826196326990587,-0.012228471066424587,-0.0012698432945525287,-6.857128288921478e-05,-0.001201272011663314,-0.0008893851663649937,48.965849876755364,0.020567068945280376,-1,0.001968580245129692,0.001968580245129692,0.0,0.9999019985335579,9.800146642541194e-05
2017-06-16,-0.026785688626827175,0.045358533325925876,-0.00178257200127796,-0.049232415840384514,-0.04516743084591912,-0.017426309967468634,-0.09523801532103038,0.0,0.004328985430468668,-0.018156984555632416,0.009075938537353334,-0.17921701064238615,-0.03118691420893154,-0.009578926879527362,-0.006680601927871929,-0.00462991091720619,-0.019801203142676752,-0.002898324951655433,-0.0006378826377179085,-0.0022604423139375245,-0.0015548643480080553,46.867452489460646,0.011278485271554173,-1,-0.01814105626304352,-0.01814105626304352,0.0,0.9998572618552669,0.0001427381447766523
